Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views
2023-03-31 09:13:12.704341,https://twitter.com/nightvision110/status/1460675431972032512,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@nightvision110,nightvision1,"Goodbye April #에이프릴

#LetLeniLead2022
#RestoreTheSnyderVerse",Anonymous,2021-03-03 20:12:26+00:00,246,251,Planet Earth,"@r0ttenp0etry @Kielllll @kam4th @sidreyjhonn @manilabulletin @ChelDiokno @lenirobredo @barrygutierrez3 Tutal comparison rin lang:
1: Ikumpara mo ang magnitude ng massacre sa mga namatay sa authoritarian rule
2: Ikumpara mo ang administrasyon noong Martial Law at panahon ni Arroyo
3: Ikumpara mo ang ganansya ng Pamilya Marcos sa ML at parte ng mga Aquino sa HL",-,text,2021-11-16 18:25:35+00:00,-,-,0,0,0,0,
2023-03-31 09:13:12.704341,https://twitter.com/sanasbitchh/status/1460604028727881742,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@sanasbitchh,'zo is at moonlight sunrise,went to prom with TWICE | for twice and taylor swift | sanatizer | 20♐ | sage main,Anonymous,2020-07-06 08:38:11+00:00,406,441,twiceland,"Now why don't I see the same energy being given to the Hacienda Luisita Massacre like the way y'all trended the Martial Law... Nasan na kayo, y'all are no better than those marcos apologists when you keep pretending the aquinos were ""saviours""",-,text,2021-11-16 13:41:51+00:00,-,-,10,2,3,2,
2023-03-31 09:13:12.704341,https://twitter.com/allyjth/status/1460578076815884294,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@allyjth,nayu 🫠,,Anonymous,2014-04-02 11:19:21+00:00,167,306,"Cairns, Queensland","dds and marcos apologists see hacienda luicita massacre as human rights violation but not martial law. 

both are violations, ppl!!! open ur damn eyes and be pinoy for once.",-,text,2021-11-16 11:58:44+00:00,-,-,2,1,0,0,
2023-03-31 09:13:12.704341,https://twitter.com/eljay51483/status/1460529256832765959,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@eljay51483,Lee Flores,daydreamer,Anonymous,2017-10-28 08:34:35+00:00,179,154,"Lungsod ng Muntinlupa, Pambans","Sa totoo lang ha, mga Duterte at Marcos Jr supporters wala talagang pakialam sa Hacienda Luisita Massacre victims. 
 
Ginagamit lang  pampanira sa oposisyon. Pero sa Martial Law victims, Todo excuses.

Kawawang mga kaluluwa Ng namatay. Hindi pa nga matahimik, ginagamit pa.",-,text,2021-11-16 08:44:44+00:00,-,-,7,2,0,1,
2023-03-31 09:13:12.704341,https://twitter.com/trinekis/status/1460474943293247488,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@trinekis,kristine,,Anonymous,2017-10-23 08:41:15+00:00,68,87,,'Wag niyong gamitin ang Hacienda Luisita Massacre para ikampanya si Marcos Jr. kung sinusuportahan niyo naman ang marahas na pamamaraan ng martial law. Hindi pagkapanalo ng BBM niyo ang magbibigay hustisya sa mga martyr ng Hacienda Luisita kundi ang tunay na reporma sa lupa!,-,text,2021-11-16 05:08:55+00:00,-,-,5,0,0,0,
2023-03-31 09:13:12.704341,https://twitter.com/LabanNgMasa/status/1459864968489144322,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@LabanNgMasa,Laban ng Masa,a coalition of organizations and individuals united by a common platform with a socialist direction. Read our platform ⬇️,Anonymous,2021-02-21 04:49:26+00:00,3,3396,contact@lnm.ph,"Magsuot ng ⚫️ITIM at magtirik ng 🕯️KANDILA tuwing 8PM para sa mga biktima ng:

Hacienda Luisita Massacre • Nov 16
Manila Film Center Tragedy • Nov 17
Martial Law sa ika-6 taon ng Marcos Burial • Nov 18

Gamitin ang hashtag:
#HindiTayoNakakalimot https://t.co/odJH5KmslY https://t.co/6fLo8El8Gg",-,text,2021-11-14 12:45:06+00:00,-,-,89,1,44,5,
2023-03-31 09:13:12.704341,https://twitter.com/jebcrocop/status/1458127388164853761,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@jebcrocop,Jebb Manalo,Everything is possible for one who believes.,Anonymous,2010-06-12 11:58:07+00:00,20,11,Pilipinas,"@DeybidIsaaac @imkuyapam @nickvillavecer @yekatoong Mendiola massacre is not a speculation? Oo meron talagang nangyaring abuses nung panahong iyon, pero hindi ipinatupad ang martial law para lang tumagal sa pwesto si Marcos. Lumalakas ang mga communista noon at kailangan sugpuin para hindi tayo mapagaya sa Cuba at North Korea.",-,text,2021-11-09 17:40:34+00:00,-,-,0,0,0,0,
2023-03-31 09:13:12.705340,https://twitter.com/sporadicpeach/status/1457936367565017088,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@sporadicpeach,Kai 🇵🇭,jack of all trades but master of none,Anonymous,2019-03-06 21:18:36+00:00,681,118,Jungkook's House,"him: .... dami dami namatay sa martial law (si Marcos) lagi niyo sinisisi
also him: bakit hindi mo bilangin ang namatay sa havienda luisita massacre",-,text,2021-11-09 05:01:31+00:00,-,-,0,0,0,0,
2023-03-31 09:13:12.705340,https://twitter.com/HHELMAR/status/1457419221382488064,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@HHELMAR,HELMAR,"Registered Nurse in the Philippines, in Abu Dhabi, and in the United States of Americuuuh, oh yeah. 🇵🇭 🇦🇪 🇺🇸 🏳️‍🌈 02745",Anonymous,2010-01-02 08:08:50+00:00,362,815,"Massachusetts, USA","I got interested about martial law during Ferdinand Marcos’ regime. I learned and read about Manili Massacre in Carmen, North Cot and Palimbang/Malisbong Massacre in Palimbang, Sultan Kudarat. 
Was trembling while reading.",-,text,2021-11-07 18:46:34+00:00,-,-,0,0,0,0,
2023-03-31 09:13:12.705340,https://twitter.com/KATRIBU_PUP/status/1456591833862008839,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@KATRIBU_PUP,KATRIBU PUP,KATRIBU is an organization of youth and students from different schools who are supporting and advocating for the cause of the National Minority.,Anonymous,2018-07-25 02:55:58+00:00,1049,1670,"Sta Mesa, Manila","[SILIP SA DOKYU]

“Mga Kwento Sa Malisbong”
Ng Commission on Human Rights
Panoorin sa: https://t.co/XfQ7opAVAR

Ang dokumentaryong ito ay nagpapakita ng karahasan sa madugong Palimbang Massacre sa Malisbong  sa panahon ng Martial Law ni Ferdinand Marcos Sr.
#SilipSaDokyu https://t.co/OIw6foU4Pg",-,text,2021-11-05 11:58:50+00:00,-,-,8,1,6,0,
2023-03-31 09:13:14.079508,https://twitter.com/SassyGurl_Steph/status/1455445295496458243,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@SassyGurl_Steph,Stephanie Sy,Not the power to conquer others but the power to become one with others is the ultimate power 🖤 #BBM,Anonymous,2021-10-16 08:36:44+00:00,532,399,Republic of the Philippines,"@kulotissima so u pray for Hacienda Luicita and Mendiola Massacre which is better than martial law? How about saf fallen heroes and dengvaxia victim?????The President Marcos Philippines hospitals and bridges is stronger than your life , still standing for 35 years and more..",-,text,2021-11-02 08:02:53+00:00,-,-,3,0,0,0,
2023-03-31 09:13:14.079508,https://twitter.com/Lovebadida/status/1455088959915130890,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@Lovebadida,Gelo Infante,"DiWa for Leni- Eastern Manila District Coordinator

President at UNESCO Club of Marikina

Freelance Writer, Graphic Artist and Indie Director",Anonymous,2019-08-01 01:50:53+00:00,86,38,,Kawawa talaga bayan natin. Kung hindi pina massacre ni Marcos mga henyo at ma prinsipyong student leader noong Martial Law baka may mas mahuhusay at matatalinong mga pinuno tayo ngayon. #BBMSingawNgBayan https://t.co/SpRoJxOTfT,-,text,2021-11-01 08:26:56+00:00,-,-,34,4,11,1,
2023-03-31 09:13:14.079508,https://twitter.com/eicvsfascism/status/1455033613662130182,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@eicvsfascism,karl #MarcosMamamatayTao,views are personal • @ProjectGunitaPH co-founder | @rightswatchph co-convenor | AAMPF ‘21 @Official_UPD | @ins_ph | @atomphils83,Anonymous,2019-01-13 10:29:15+00:00,1000,6198,,"@LENIorNothing @hinatuhhh @miserywastaken @DeniseBongalon @26_elysse Uhm, I will have to disagree. Her regime had its own culture of impunity before; she supported Fidel Ramos even if Ramos led Marcos’ PC during martial law and her bloody programs. She never held to account Fred Lim for Mendiola Massacre.

More on OLB here:
https://t.co/XAh5NmHpMg",-,text,2021-11-01 04:47:01+00:00,-,-,2,0,0,0,
2023-03-31 09:13:14.080508,https://twitter.com/SassyGurl_Steph/status/1455018474779004930,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@SassyGurl_Steph,Stephanie Sy,Not the power to conquer others but the power to become one with others is the ultimate power 🖤 #BBM,Anonymous,2021-10-16 08:36:44+00:00,532,399,Republic of the Philippines,"@bootsiekoi so u pray for Hacienda Luicita and Mendiola Massacre which is better than martial law? How about saf fallen heroes and dingvaxia victim?????The President Marcos Philippines bridges and hospitals are stronger than your life , still standing for 35 years and more.
#BBMSigawNgBayan",-,text,2021-11-01 03:46:51+00:00,-,-,4,1,0,0,
2023-03-31 09:13:14.080508,https://twitter.com/SassyGurl_Steph/status/1455016727910121475,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@SassyGurl_Steph,Stephanie Sy,Not the power to conquer others but the power to become one with others is the ultimate power 🖤 #BBM,Anonymous,2021-10-16 08:36:44+00:00,532,399,Republic of the Philippines,"@itsleonorrivera so u pray for Hacienda Luicita and Mendiola Massacre which is better than martial law? How about saf fallen heroes and dingvaxia victim?????The President Marcos Philippines bridges and hospitals are stronger than your life , still standing for 35 years and more.
#BBMSigawNgBayan",-,text,2021-11-01 03:39:55+00:00,-,-,9,0,1,0,
2023-03-31 09:13:14.080508,https://twitter.com/SassyGurl_Steph/status/1455008351360729088,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@SassyGurl_Steph,Stephanie Sy,Not the power to conquer others but the power to become one with others is the ultimate power 🖤 #BBM,Anonymous,2021-10-16 08:36:44+00:00,532,399,Republic of the Philippines,"@PhilippineStar so u pray for Hacienda Luicita and Mendiola Massacre which is better than martial law? How about saf fallen heroes and dingvaxia victim?????The President Marcos bridges is stronger than your life , still standing for 35 years and more.... #BringBackMarcos #BBMSigawNgBayan",-,text,2021-11-01 03:06:38+00:00,-,-,2,0,1,0,
2023-03-31 09:13:14.080508,https://twitter.com/lowkeydats/status/1454816964170289160,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@lowkeydats,Dats,,Anonymous,2012-09-24 12:13:28+00:00,257,315,,"Malisbong Massacre. kung saan walang awa pinagpapatay ang isang libong muslim sa loob mismo ng masjid/mosque na ito nung panahon ng martial law ni Marcos. 

#NeverAgain 
#neverforget https://t.co/MKlckdkciO",-,text,2021-10-31 14:26:08+00:00,-,-,13,0,9,0,
2023-03-31 09:13:14.080508,https://twitter.com/SassyGurl_Steph/status/1454777507798867968,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@SassyGurl_Steph,Stephanie Sy,Not the power to conquer others but the power to become one with others is the ultimate power 🖤 #BBM,Anonymous,2021-10-16 08:36:44+00:00,532,399,Republic of the Philippines,"@ColmenaresPH so u pray for Hacienda Luicita and Mendiola Massacre which is better than martial law? How about saf fallen heroes and dingvaxia victim?????The President Marcos Philippinrs bridges is stronger than your life , still standing for 35 years and more.. he is our true Hero !",-,text,2021-10-31 11:49:20+00:00,-,-,0,0,0,0,
2023-03-31 09:13:14.080508,https://twitter.com/SassyGurl_Steph/status/1454584289874505728,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@SassyGurl_Steph,Stephanie Sy,Not the power to conquer others but the power to become one with others is the ultimate power 🖤 #BBM,Anonymous,2021-10-16 08:36:44+00:00,532,399,Republic of the Philippines,"@eicvsfascism so u pray for Hacienda Luicita and Mendiola Massacre which is better than martial law? How about saf fallen heroes and dingvaxia victim?????The President Marcos Philippines bridges is stronger than your life , still standing for 35 years and more.. he is our true Hero !",-,text,2021-10-30 23:01:34+00:00,-,-,0,0,0,0,
2023-03-31 09:13:14.080508,https://twitter.com/kweenCelestia/status/1452833898551906306,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@kweenCelestia,Kween Celestia,"Just here to state my Opinions.. Call me whatever you want, IDGAF... THANKS FOR VIEWING 😊😊🤙🤙",Anonymous,2020-01-15 00:30:09+00:00,4854,943,,"@parasitete1 @vinbu @CrushMajor @iMthinkingPinoy @YesYesYo13 Oh sige ano source mo sa totoong dahilan ng Martial law? How accurate? How credible? How unbiased? Justify ka pa nalalaman, as if Marcos era lng may ganun nangyari, ano BULAG KA SA NPA patayan? Hacienda luisita? Mendiola Massacre? Anung VALUES MO? ANTI MARCOS LNG ALAM MO, PWEEH!",-,text,2021-10-26 03:06:08+00:00,-,-,0,1,0,0,
2023-03-31 09:13:14.080508,https://twitter.com/_nfrpt_/status/1451765669658128386,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@_nfrpt_,Pitou,It's funny how the blessed ones had the most curses,Anonymous,2021-10-07 12:24:57+00:00,40,0,,"@Pasig12 @vannjhoe @jjcobwebb People who are anti-Marcos are not in favor of hacienda luisita massacre. Both the incident of killings in martial law and hacienda luisita are inhumane. Bakit ba tuwing pupunahin si marcos, ang rebat nyo ay hacienda luisita, e parehas lang namang mali at hindi makatao yon.",-,text,2021-10-23 04:21:22+00:00,-,-,13,1,1,0,
2023-03-31 09:13:14.080508,https://twitter.com/sherwin_mdc/status/1450982276565647360,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@sherwin_mdc,Sherwin,Make decisions out of love. ❣️,Anonymous,2013-07-14 15:38:16+00:00,174,170,"Mandaluyong City, Philippines","I think the main reason why a lot of people will vote for Marcos is because they hate the Aquino's. Whenever you try to debate that a lot of people were killed during Martial Law, they will rebut with Hacienda Luisita, Mendiola Massacre and SAF 44 killings.",-,text,2021-10-21 00:28:27+00:00,-,-,2,1,0,0,
2023-03-31 09:13:14.080508,https://twitter.com/datskingkylie/status/1450844356814913537,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@datskingkylie,.,pop culture addict 👋🏻,Anonymous,2014-02-18 17:29:35+00:00,244,1199,PH,"@theBlackSonata @boogumtastic I can’t believe people are voting for her regardless of how incompetent and dumb she is just because they hate PRRD and Marcoses. Puro sila Martial Law sana nabibigyan din ng justice ang victims ng Mendiola Massacre, Hacienda Luisita and other heinous crimes after Marcos. 🤦🏻‍♂️",-,text,2021-10-20 15:20:24+00:00,-,-,5,0,1,3,
2023-03-31 09:13:14.080508,https://twitter.com/naisancz/status/1449967345598812161,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@naisancz,naisha,,Anonymous,2020-04-06 07:06:18+00:00,1901,8581,,"hello bakit ginagamit ang hacienda luisita massacre, saf44, and npa bombings as a form of rebuttal against martial law? the marcoses and aquinos have both made injustices. hindi porket against sa mga marcos is kampi na agad sa mga aquinos, okay?",-,text,2021-10-18 05:15:28+00:00,-,-,19,0,4,0,
2023-03-31 09:13:14.080508,https://twitter.com/DontTryMeTsk/status/1449750742210732032,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@DontTryMeTsk,🎋🎍Mitch🎍🎋,"One thing I HATE the most is a LIAR! 👉If you believe strongly in something, don't be afraid to fight for it.👈",Anonymous,2020-12-21 10:26:23+00:00,2822,3735,,Wala silang ibang maibato kang Bongbong Marcos kundi throwback Martial Law. Pero silent mode sa Hacienda Luisita at Mendiola Massacre.🙄 https://t.co/187S8y51IZ,-,text,2021-10-17 14:54:46+00:00,-,-,34,2,9,2,
2023-03-31 09:13:14.080508,https://twitter.com/BBM20222/status/1449738883948695553,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@BBM20222,BBM-SARA 2022,Marcos loyalist,Anonymous,2021-10-02 05:16:19+00:00,105,516,,"Bias media is showing d 1987 mendiola massacre (during Aquino regime) but claimed dat it was during d Martial Law time. Dats how d OLIGARCHS r doing 2 d Marcos Family.
#MarcosPagAsaNgPilipinas",-,text,2021-10-17 14:07:39+00:00,-,-,1,0,4,0,
2023-03-31 09:13:14.080508,https://twitter.com/BBM20222/status/1449738544046493703,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@BBM20222,BBM-SARA 2022,Marcos loyalist,Anonymous,2021-10-02 05:16:19+00:00,105,516,,"Bias media is showing d 1987 mendiola massacre (during Aquino regime) but claimed dat it was during d Martial Law time. Dats how d OLIGARCHS r doing 2 d Marcos Family. #BBMtheNextPresident
#BBMIsMyPresident2022",-,text,2021-10-17 14:06:18+00:00,-,-,3,1,1,0,
2023-03-31 09:13:14.080508,https://twitter.com/Jath_Dyath/status/1448878794400415745,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@Jath_Dyath,Dyath,"mandaragat
/newdump 😊",Anonymous,2021-07-01 16:30:32+00:00,45,34,"Calbayog City, Eastern Visayas","@mekahmee And is ferdinand marcos the only president in history in this country who is guilty of human rights violations? Do mendiola massacre, Saf44 ring a bell? Were the lives of the victims of those events any less important than the victims of martial law?",-,text,2021-10-15 05:09:58+00:00,-,-,0,2,0,0,
2023-03-31 09:13:14.080508,https://twitter.com/AshieKein_8/status/1448307911399067657,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@AshieKein_8,🖤Ashie🎱,💙💜,Anonymous,2019-07-15 05:46:39+00:00,276,312,💜 💙,@Frankiana_heart Oo darl pero taman nman na hindi na-control ni Marcos ang military nung last part ng martial law na..tapos dito sa Mindanao yung mga ILAGA na nagpahirap.. Hindi na sumusunod sa orders! Daming massacre dito time ng martial law..,-,text,2021-10-13 15:21:28+00:00,-,-,1,1,0,0,
2023-03-31 09:13:14.080508,https://twitter.com/JhonVin2/status/1448158674661220353,58,Jarred Luzada,REDT,Red-tagging of activists during the Duterte Administration,massacre martial law marcos until:2021-12-31 since:2016-01-01,@JhonVin2,Janjala,Stoic,Anonymous,2019-11-21 06:59:32+00:00,194,199,Bodega Bites,Yawa pwede unta musagpa og Marcos Apologist na okay and justifiable ra ang mga biktima sa martial law kaysa hacienda luisita massacre,-,text,2021-10-13 05:28:28+00:00,-,-,1,0,0,0,
