TIMESTAMP,COLLECTOR,TOPIC,KEYWORDS,ACCOUNT HANDLE,ACCOUNT NAME,ACCOUNT BIO,JOINED,FOLLOWING,FOLLOWERS,LOCATION,RAW DATA,TRANSLATED DATA,DATE POSTED,TWEET URL,CONTENT TYPE,FAVORITES,REPLIES,RETWEETS
18/03/2023 18:40:58 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@juz_zuri,meowww,Life is what you make it.,2016-03-03 12:36:31+00:00,144,174,Republic of the Philippines,@Iam_Raffy06 Breeding ground ng terorista ang UP,Raffy06 Breeding ground ng terorista ang UP,2022-07-31 07:01:12+00:00,https://twitter.com/juz_zuri/status/1553636881698811904,"text, user_mentions",2,1553571043356381184,0
18/03/2023 18:40:59 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@juviagreey,astelle,I used this account for  political purpose and rants . I'm not a troll but a citizen in the Philippines 🇵🇭. For the love of the country,2020-11-15 00:27:36+00:00,61,25,Republic of the Philippines,@bluecthree @Ivee99030596 @Ihaveafreedom Ano naman? Ang daming mga komunistang nirerecruit binabrainwash ayun naging NPA na mga bobong kabataan laking twitter kaya ganyan pag iisip,Ano naman Ang daming mga komunistang nirerecruit binabrainwash ayun naging NPA na mga bobong kabataan laking twitter kaya ganyan pag iisip,2020-11-17 23:34:45+00:00,https://twitter.com/juviagreey/status/1328844051450195968,"text, user_mentions",2,1328843563128344577,0
18/03/2023 18:41:00 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@ioannesesledieu,G ᴀ ʙ ʙ ʏ 🌴 | 𝐅𝐈𝐋𝐈𝐏𝐈𝐍𝐎 𝐅𝐈𝐑𝐒𝐓,Naturalist 🌱 • Ultra-Nationalist • Stoic • Marcos Loyalist •,2015-09-06 16:00:05+00:00,307,223,Republic of the Philippines,"@Alessan39218973 @PhilstarNews @kristinepatag I thought the term ""majority"" should be replaced by the word ""plurality"" by now.

Dilawans even suck at consistency.

6,342,939 people who voted for Diokno is not the majority of 18,847,230 Gen Z voters.

Baka dun sa mga survey ng Universities na breeding grounds ng komunista.",I thought the term majority should be replaced by the word plurality by nowDilawans even suck at consistency6342939 people who voted for Diokno is not the majority of 18847230 Gen Z votersBaka dun sa mga survey ng Universities na breeding grounds ng komunista,2019-07-02 12:07:53+00:00,https://twitter.com/ioannesesledieu/status/1146027711489552384,"text, user_mentions",0,1146018556821196801,0
18/03/2023 18:41:01 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@ronylbravo,Ronyl Bravo,Early retirement at 40 is the name of the game. After that I want to spend the rest of my life trying to help people and explore the Philippines.,2010-01-28 03:26:21+00:00,2347,1860,Republic of the Philippines,"""INYONG PAARALAN""?!!! Pagmamay ari po yan ng gobyerno ng Pilipinas. Di sa inyo yan. Anong ibig nyong sabihin forever kayong nasa college at universities? Headquarters na ba yan ng mga komunista at makakaliwang grupo. Paggraduate nyo layas kayo jan. https://t.co/nVLCwZomda",INYONG PAARALAN Pagmamay ari po yan ng gobyerno ng Pilipinas Di sa inyo yan Anong ibig nyong sabihin forever kayong nasa college at universities Headquarters na ba yan ng mga komunista at makakaliwang grupo Paggraduate nyo layas kayo jan,2019-08-13 03:14:43+00:00,https://twitter.com/ronylbravo/status/1161113827775143936,"text, urls",14,,6
18/03/2023 18:41:02 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@RomeSantos10,Rome Santos,Gum Sole Sucker,2019-12-05 07:27:24+00:00,1,0,Republic of the Philippines,"@edupunay @PhilippineStar This is goodnews!

First order of the day- SIBAKIN at TANGGALAN NG SCHOLARSHIP ang lahat ng mga tibak at komunista sa UP at mga State Universities.
High time also to audit these deranged professors who are instigators and movers of this crap rallies!
Sayang lang ang tax namin!!!",This is goodnewsFirst order of the day SIBAKIN at TANGGALAN NG SCHOLARSHIP ang lahat ng mga tibak at komunista sa UP at mga State UniversitiesHigh time also to audit these deranged professors who are instigators and movers of this crap ralliesSayang lang ang tax namin,2022-05-11 13:59:17+00:00,https://twitter.com/RomeSantos10/status/1524388680797868032,"text, user_mentions",2,1524347890344230912,0
18/03/2023 18:41:03 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@normsterific,Normsterfic ❤💚❤💚✌️👊,"🙅dilawan Pink shit
🙅drugs
I reactivated and active again in twitter for BBM and Sara Uniteam
🍆🍑🆒🔝🇵🇭🇨🇳",2014-05-08 10:03:21+00:00,294,239,Republic of the Philippines,@Paps_Caloy @bongbongmarcos @indaysara Kaya wala na sa top 10 university ang UP sa buong Asia dahil rebelde sa gobyerno at bansa eh. Pinapag aral sila ng bayan pero halos lahat komunista at Terorista panay reklamo at atake sa bansa.,Caloy Kaya wala na sa top 10 university ang UP sa buong Asia dahil rebelde sa gobyerno at bansa eh Pinapag aral sila ng bayan pero halos lahat komunista at Terorista panay reklamo at atake sa bansa,2022-07-31 03:12:43+00:00,https://twitter.com/normsterific/status/1553579381590609920,"text, user_mentions",12,1553550971539640320,5
18/03/2023 18:41:03 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@MamTessCD,Teresita Curato-Dapoc,,2017-12-17 05:33:19+00:00,1801,1085,Republic of the Philippines,"@missM_028 0po,please for every bodys safety and progress of the country, UBUSIN mga komunista, teroristang, NPA, CPP, NDF wherever they are, In SCUs, Big Universities, Congress, lower and upper house, Mountains, Barrios, Cities in other word InAllPlacesOf PH Archipelago,
#PDU30BestLegacy",028 0poplease for every bodys safety and progress of the country UBUSIN mga komunista teroristang NPA CPP NDF wherever they are In SCUs Big Universities Congress lower and upper house Mountains Barrios Cities in other word InAllPlacesOf PH ArchipelagoPDU30BestLegacy,2020-11-11 15:44:29+00:00,https://twitter.com/MamTessCD/status/1326551378672586754,"text, hashtags",1,1326529915261317120,0
18/03/2023 18:41:04 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@ChristianusRick,Ricardo Gobres,"Materials/Procurement Specialist OFW, not a troll real account here. BTS Army and SB19- A' tin. Loves K-drama esp. Historical.",2011-04-16 11:54:49+00:00,1818,1502,Republic of the Philippines,Yung bang pag recruit ng mga Komunista sa UP at iba pang state university upang gawing NPA ang kabataan ay isang Academic Freedom?,Yung bang pag recruit ng mga Komunista sa UP at iba pang state university upang gawing NPA ang kabataan ay isang Academic Freedom,2021-01-20 16:41:13+00:00,https://twitter.com/ChristianusRick/status/1351932807279472644,text,19,,1
18/03/2023 18:41:05 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@cnnphilippines,CNN Philippines,News you can trust. @cnnphlife @sportsdeskph,2014-09-15 16:27:24+00:00,383,1865380,Republic of the Philippines,"Duterte to UP students: Fine, maghinto kayo ng aral. I will stop the funding. Wala ng ginawa, kundi mag-recruit ng mga komunista diyan.",Duterte to UP students Fine maghinto kayo ng aral I will stop the funding Wala ng ginawa kundi magrecruit ng mga komunista diyan,2020-11-17 16:02:21+00:00,https://twitter.com/cnnphilippines/status/1328730200226447364,text,6012,1328729931044384768,314
18/03/2023 18:41:06 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@Cloud9Ken,Inkie.beatbox,Keep It Strange. Area 51 is my hometown,2018-09-28 13:19:34+00:00,947,139,Republic of the Philippines,"@simazhuge @iamkarendavila Do you even know what the hell the CPP NPA is doing in our country? 

""Bakit ayaw niyo sa komunista?"" What a fucking stupid question. You mean it's okay for them to execute our soldiers, recruit rebels inside our state-funded university?!",Do you even know what the hell the CPP NPA is doing in our country Bakit ayaw niyo sa komunista What a fucking stupid question You mean its okay for them to execute our soldiers recruit rebels inside our statefunded university,2021-04-22 12:49:28+00:00,https://twitter.com/Cloud9Ken/status/1385214169570373636,"text, user_mentions",0,1384940162573012993,0
18/03/2023 18:41:07 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@DZMMTeleRadyo,DZMM TeleRadyo,"The Official Twitter news feed of DZMM Radyo Patrol 630, DZMM TeleRadyo and https://t.co/xFP7gFSYYB. Like us on Facebook: https://t.co/FFvpFBOPD0",2009-11-24 02:03:16+00:00,179,1514338,Republic of the Philippines,Pinagbantaan ni Pangulong Duterte na tatanggalan niya ng pondo ang University of the Philippines dahil sa panawagan nitong academic freeze. Binanatan din niya ang unibersidad na nagre-recruit para maging komunista. #HeadlinePilipinas https://t.co/9hs64SiUgn,Pinagbantaan ni Pangulong Duterte na tatanggalan niya ng pondo ang University of the Philippines dahil sa panawagan nitong academic freeze Binanatan din niya ang unibersidad na nagrerecruit para maging komunista HeadlinePilipinas,2020-11-18 06:41:37+00:00,https://twitter.com/DZMMTeleRadyo/status/1328951475008131080,"text, hashtags, media",26,,3
18/03/2023 18:41:07 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@tecigurl,Tess Pulido,Inspired to inspire. ✨,2010-04-10 08:36:37+00:00,150,599,Republic of the Philippines,"@MochaUson Kids of OFW's can afford private schools. They experience capitalism and approve of it.

State universities have entrance exams, and the best students pass. These come from the best schools, usually private schools.

Ang problema = mga komunistang nagtuturo sa mga anak natin.",Kids of OFWs can afford private schools They experience capitalism and approve of itState universities have entrance exams and the best students pass These come from the best schools usually private schoolsAng problema mga komunistang nagtuturo sa mga anak natin,2020-02-16 15:40:43+00:00,https://twitter.com/tecigurl/status/1229068096377212930,"text, user_mentions",1980,1229064177660022784,97
18/03/2023 18:41:08 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@OlenFrancisco,u370,"wisdom is knowing
when to listen to your heart
in favor of your head",2010-02-07 07:55:03+00:00,1243,641,Republic of the Philippines,@tecigurl @MochaUson Kung tama ang palaki at aral sa mga anak natin hindi dapat madaling mauto. Ng mga nagtuturong komunista man sa UP ayon sa banggit mo. O kaya kay Mocha rin at ni TP. Lalo na ni Duterte✌,Kung tama ang palaki at aral sa mga anak natin hindi dapat madaling mauto Ng mga nagtuturong komunista man sa UP ayon sa banggit mo O kaya kay Mocha rin at ni TP Lalo na ni Duterte,2020-02-16 18:15:14+00:00,https://twitter.com/OlenFrancisco/status/1229106982319271937,"text, user_mentions",5,1229068096377212930,0
18/03/2023 18:41:09 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@jaforms,jaforms,Inhenyero sa ibang bansa.,2009-07-03 01:46:11+00:00,53,26,Republic of the Philippines,@tecigurl @MochaUson Mahirap makapasok sa UP pero preferred yan ng mas marami regardless kung ofw ka. Karamihan sa nababalitaan ko mga estudyante nagiging maka kaliwa ay galing sa state universities. Kailangan gumawa ng paraan ang govt para ayusin eto.,Mahirap makapasok sa UP pero preferred yan ng mas marami regardless kung ofw ka Karamihan sa nababalitaan ko mga estudyante nagiging maka kaliwa ay galing sa state universities Kailangan gumawa ng paraan ang govt para ayusin eto,2020-02-17 06:58:44+00:00,https://twitter.com/jaforms/status/1229299122500337664,"text, user_mentions",0,1229068096377212930,0
18/03/2023 18:41:10 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@yrrag_iraziri,yrrag,,2015-09-26 09:15:15+00:00,11,1285,Republic of the Philippines,@tecigurl @MochaUson Aanhin ang  pagiging matalino kung nag papadala sa mga ganyan ulol hinto ka nalng tama ang ipag laban ang nararapat pero dapat sa maayos na paraan di ganyan!  Sayang pinag aralan.,Aanhin ang pagiging matalino kung nag papadala sa mga ganyan ulol hinto ka nalng tama ang ipag laban ang nararapat pero dapat sa maayos na paraan di ganyan Sayang pinag aralan,2020-02-17 03:45:45+00:00,https://twitter.com/yrrag_iraziri/status/1229250554292928512,"text, user_mentions",0,1229068096377212930,0
18/03/2023 18:41:10 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@kyky_vincitrc,麗,𝘁𝗶𝗿𝗲𝗱 𝗮𝗳,2020-05-27 15:45:03+00:00,143,182,Republic of the Philippines,"""sa pup nag-aaral apo ko, masipag yan"" sa umaga

""komunista ata, baka namumundok na yan"" sa gabi",sa pup nagaaral apo ko masipag yan sa umagakomunista ata baka namumundok na yan sa gabi,2022-03-28 12:43:53+00:00,https://twitter.com/kyky_vincitrc/status/1508424637184897028,text,3,,0
18/03/2023 18:41:11 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@PUPTheCatalyst,The Catalyst,Opisyal na pahayagang pang-mag-aaral ng Politeknikong Unibersidad ng Pilipinas (PUP) na 37 taon nang nagsisilbi para sa interes ng mga estudyante at mamamayan.,2012-12-07 02:32:16+00:00,79,4435,Republic of the Philippines,"Mariano: Lagi mong pinupuksa (Duterte) ang mga kabataan, mga guro dahil ang PUP ay kuta ng mga komunista.",Mariano Lagi mong pinupuksa Duterte ang mga kabataan mga guro dahil ang PUP ay kuta ng mga komunista,2021-04-16 02:53:09+00:00,https://twitter.com/PUPTheCatalyst/status/1382889774751440897,text,5,1382889533214056451,3
18/03/2023 18:41:12 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@CertifiedAlipin,Creating Possibilities,"Things that don’t kill you, will only makes you stronger.",2014-01-01 16:40:32+00:00,157,111,Republic of the Philippines,@PhilippineStar Kumunista,Kumunista,2020-02-28 12:33:45+00:00,https://twitter.com/CertifiedAlipin/status/1233369698407866371,"text, user_mentions",0,1233359924693880832,0
18/03/2023 18:41:13 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@CertifiedAlipin,Creating Possibilities,"Things that don’t kill you, will only makes you stronger.",2014-01-01 16:40:32+00:00,157,111,Republic of the Philippines,"@hadersbicth @PhilippineStar Hoy kupal, PUP Alumni ito. Mag aral ka mabuti baka hindi ka makatapos e sa bundok na matagpuan katawan mo. https://t.co/UNB2edXWEx",Hoy kupal PUP Alumni ito Mag aral ka mabuti baka hindi ka makatapos e sa bundok na matagpuan katawan mo,2020-02-28 22:03:21+00:00,https://twitter.com/CertifiedAlipin/status/1233513043402817536,"text, user_mentions, media",0,1233468788101828609,0
18/03/2023 18:41:14 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@paulshenes,renz arabia,,2010-01-26 18:03:01+00:00,294,20,Republic of the Philippines,@kikopangilinan Why the HELL does UP/ PUP have this privilege??? Kapal ng mukha nyo ha.. No wonder parang kabute mga NPA dahil kayo pala ang FARM ng mga Komunista.. If you don’t like the abrogation eh make an agreement too na there will be no UP/  PUP students will be recruited by the NPA.,Why the HELL does UP PUP have this privilege Kapal ng mukha nyo ha No wonder parang kabute mga NPA dahil kayo pala ang FARM ng mga Komunista If you dont like the abrogation eh make an agreement too na there will be no UP PUP students will be recruited by the NPA,2021-01-21 09:41:49+00:00,https://twitter.com/paulshenes/status/1352189648597090305,"text, user_mentions",0,1351150930792771584,0
18/03/2023 18:41:15 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@thelyn23,Catherine Q Castro,,2012-12-05 02:41:44+00:00,152,17,Republic of the Philippines,@kikopangilinan UP used to have a credibility in terms of highest educational achievements; ngayon breeding na ng  mga NPA. Pina paaral kyo ng gobyerno tapos in the end kakalabanin nyo. Pweh😡😡,UP used to have a credibility in terms of highest educational achievements ngayon breeding na ng mga NPA Pina paaral kyo ng gobyerno tapos in the end kakalabanin nyo Pweh,2021-01-19 07:04:01+00:00,https://twitter.com/thelyn23/status/1351425160281288706,"text, user_mentions",19,1351150930792771584,0
18/03/2023 18:41:15 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@MetalRain_76,Metal Rain 76,Your mind is your best weapon,2020-10-23 18:20:01+00:00,3379,2938,Republic of the Philippines,"@kikopangilinan Because it is a breeding ground of NPA?,  bistado na Kiko, ang tipo nyo matamis mag sasalita, pero walang laman.",Because it is a breeding ground of NPA bistado na Kiko ang tipo nyo matamis mag sasalita pero walang laman,2021-01-19 03:53:53+00:00,https://twitter.com/MetalRain_76/status/1351377313670320136,"text, user_mentions",11,1351150930792771584,1
18/03/2023 18:41:16 PM,Rey Christian E. Delos Reyes,Red tagging students from state universities,(UPD OR PUP OR DLSU OR Ateneo) AND (Komunista OR NPA OR Elitista) until:2023-01-01 since:2019-01-01,@ChristianusRick,Ricardo Gobres,"Materials/Procurement Specialist OFW, not a troll real account here. BTS Army and SB19- A' tin. Loves K-drama esp. Historical.",2011-04-16 11:54:49+00:00,1818,1502,Republic of the Philippines,@kikopangilinan Taxpayers own UP-Diliman. You don't want Military in UP Campuses but you allowed Makabayan Bloc who recruiting Students to become rebels (NPA). How many UP activist students died in Military encounters?,Taxpayers own UPDiliman You dont want Military in UP Campuses but you allowed Makabayan Bloc who recruiting Students to become rebels NPA How many UP activist students died in Military encounters,2021-01-19 08:04:13+00:00,https://twitter.com/ChristianusRick/status/1351440312112205824,"text, user_mentions",5,1351150930792771584,0
